23,13,MA000001,2,B.2.1,Staff Employees,Group A,Technical Assistant,1,NULL,22,2025-07-01 00:00:00.0000000,NULL,6,2025-06-03 01:30:28.0000000,2025,2026-05-18 02:01:31.5333333,2026-05-18 02:01:31.5333333
24,90807,MA000001,23038,A.6.8(b)(ii),Production and Engineering Employees: Adult apprentices that commenced on or after 1 January 2014,NULL,Stage 3—Mineworker – Induction Level 1,2,90806,NULL,2025-07-01 00:00:00.0000000,NULL,7,2025-06-03 01:30:34.0000000,2025,2026-05-18 02:01:31.5700000,2026-05-18 02:01:31.5700000
25,91136,MA000001,2,B.2.1,Staff Employees,Group J,Mines Rescue Training Officer Level 3,10,90946,90964,2025-07-01 00:00:00.0000000,NULL,7,2025-06-03 01:30:23.0000000,2025,2026-05-18 02:01:31.5866667,2026-05-18 02:01:31.5866667
26,90241,MA000001,22929,B.2.1*_Formatted,NULL,NULL,Group H,8,90240,90242,2025-07-01 00:00:00.0000000,NULL,6,2025-06-03 01:30:33.0000000,2025,2026-05-18 02:01:31.6066667,2026-05-18 02:01:31.6066667
27,5,MA000001,1,A.4,Production and Engineering Employees,NULL,Mineworker – Advanced,4,4,6,2025-07-01 00:00:00.0000000,NULL,6,2025-06-03 01:30:22.0000000,2025,2026-05-18 02:01:31.6433333,2026-05-18 02:01:31.6433333
28,35,MA000001,2,B.2.1,Staff Employees,Group C,Assistant Safety Officer,3,NULL,56,2025-07-01 00:00:00.0000000,NULL,7,2025-06-03 01:30:23.0000000,2025,2026-05-18 02:01:31.6733333,2026-05-18 02:01:31.6733333
29,90,MA000001,2,B.2.1,Staff Employees,Group K,Senior Open Cut Overseer,11,74,NULL,2025-07-01 00:00:00.0000000,NULL,7,2025-06-03 01:30:26.0000000,2025,2026-05-18 02:01:31.6933333,2026-05-18 02:01:31.6933333
30,62,MA000001,2,B.2.1,Staff Employees,Group I,Foreperson,9,61,80,2025-07-01 00:00:00.0000000,NULL,7,2025-06-03 01:30:25.0000000,2025,2026-05-18 02:01:31.7200000,2026-05-18 02:01:31.7200000
31,90248,MA000001,22929,B.2.1*_Formatted,NULL,NULL,Graduate Engineer – Level 2,6,90247,90249,2025-07-01 00:00:00.0000000,NULL,6,2025-06-03 01:30:33.0000000,2025,2026-05-18 02:01:31.7366667,2026-05-18 02:01:31.7366667
32,24,MA000001,2,B.2.1,Staff Employees,Group B,Stores Clerk,2,14,32,2025-07-01 00:00:00.0000000,NULL,7,2025-06-03 01:30:29.0000000,2025,2026-05-18 02:01:31.7500000,2026-05-18 02:01:31.7500000
33,90250,MA000001,22929,B.2.1*_Formatted,NULL,NULL,Commercial Graduate – Level 1,1,NULL,90251,2025-07-01 00:00:00.0000000,NULL,6,2025-06-03 01:30:34.0000000,2025,2026-05-18 02:01:31.7700000,2026-05-18 02:01:31.7700000
34,90809,MA000001,23039,A.7,Production and Engineering Employees: Juniors,NULL,16 years—55,2,90808,90810,2025-07-01 00:00:00.0000000,NULL,6,2025-06-03 01:30:34.0000000,2025,2026-05-18 02:01:31.8166667,2026-05-18 02:01:31.8166667
35,19,MA000001,2,B.2.1,Staff Employees,Group B,Tracer,2,9,NULL,2025-07-01 00:00:00.0000000,NULL,7,2025-06-03 01:30:28.0000000,2025,2026-05-18 02:01:31.8433333,2026-05-18 02:01:31.8433333
36,79,MA000001,2,B.2.1,Staff Employees,Group J,Assistant Undermanager,10,NULL,108969,2025-07-01 00:00:00.0000000,NULL,7,2025-06-03 01:30:26.0000000,2025,2026-05-18 02:01:31.8933333,2026-05-18 02:01:31.8933333
37,90819,MA000001,23042,B.2.3(b),Staff Employees: Commercial Graduate rates,NULL,Commercial Graduate – Level 1—80,1,NULL,90820,2025-07-01 00:00:00.0000000,NULL,6,2025-06-03 01:30:35.0000000,2025,2026-05-18 02:01:31.9200000,2026-05-18 02:01:31.9200000
38,36,MA000001,2,B.2.1,Staff Employees,Group D,GROUP D,4,29,40,2025-07-01 00:00:00.0000000,NULL,7,2025-06-03 01:30:23.0000000,2025,2026-05-18 02:01:31.9466667,2026-05-18 02:01:31.9466667
39,50,MA000001,2,B.2.1,Staff Employees,Group G,Analyst and/or Programmer,7,NULL,63,2025-07-01 00:00:00.0000000,NULL,7,2025-06-03 01:30:24.0000000,2025,2026-05-18 02:01:32.0000000,2026-05-18 02:01:32.0000000
40,90810,MA000001,23039,A.7,Production and Engineering Employees: Juniors,NULL,17 years—75,3,90809,NULL,2025-07-01 00:00:00.0000000,NULL,6,2025-06-03 01:30:34.0000000,2025,2026-05-18 02:01:32.0300000,2026-05-18 02:01:32.0300000
41,90802,MA000001,23037,A.6.8(b)(i),Production and Engineering Employees: Apprentice (other than adult apprentices) that commenced on or after 1 January 2014,Has completed year 12,Stage 2—65%,3,90801,90803,2025-07-01 00:00:00.0000000,NULL,5,2025-06-03 01:30:36.0000000,2025,2026-05-18 02:01:32.0800000,2026-05-18 02:01:32.0800000
42,11,MA000001,2,B.2.1,Staff Employees,Group A,Clerks,1,NULL,21,2025-07-01 00:00:00.0000000,NULL,6,2025-06-03 01:30:28.0000000,2025,2026-05-18 02:01:32.1100000,2026-05-18 02:01:32.1100000
43,63,MA000001,2,B.2.1,Staff Employees,Group I,Senior Analyst and/or Programmer,9,50,NULL,2025-07-01 00:00:00.0000000,NULL,7,2025-06-03 01:30:25.0000000,2025,2026-05-18 02:01:32.1633333,2026-05-18 02:01:32.1633333
44,94,MA000001,2,B.2.1,Staff Employees,Group L,Chief Electrical and/or Mechanical Engineer,12,89,96,2025-07-01 00:00:00.0000000,NULL,7,2025-06-03 01:30:27.0000000,2025,2026-05-18 02:01:32.2133333,2026-05-18 02:01:32.2133333
45,26,MA000001,2,B.2.1,Staff Employees,Group B,Coal and/or Dust Sampler,2,16,90950,2025-07-01 00:00:00.0000000,NULL,8,2025-06-03 01:30:29.0000000,2025,2026-05-18 02:01:32.2333333,2026-05-18 02:01:32.2333333
46,55,MA000001,2,B.2.1,Staff Employees,Group G,Personnel Officer,7,NULL,56,2025-07-01 00:00:00.0000000,NULL,7,2025-06-03 01:30:24.0000000,2025,2026-05-18 02:01:32.2533333,2026-05-18 02:01:32.2533333
47,47,MA000001,2,B.2.1,Staff Employees,Group F,Administrative Officer,6,NULL,NULL,2025-07-01 00:00:00.0000000,NULL,7,2025-06-03 01:30:24.0000000,2025,2026-05-18 02:01:32.2733333,2026-05-18 02:01:32.2733333
48,73,MA000001,2,B.2.1,Staff Employees,Group J,Assistant to the Chief Electrical and/or Mechanical Engineer,10,NULL,NULL,2025-07-01 00:00:00.0000000,NULL,7,2025-06-03 01:30:26.0000000,2025,2026-05-18 02:01:32.3000000,2026-05-18 02:01:32.3000000
49,74,MA000001,2,B.2.1,Staff Employees,Group J,Open Cut Overseer,10,NULL,90,2025-07-01 00:00:00.0000000,NULL,7,2025-06-03 01:30:26.0000000,2025,2026-05-18 02:01:32.3166667,2026-05-18 02:01:32.3166667
50,23,MA000001,2,B.2.1,Staff Employees,Group B,Technical Assistant,2,13,NULL,2025-07-01 00:00:00.0000000,NULL,7,2025-06-03 01:30:29.0000000,2025,2026-05-18 02:01:32.3300000,2026-05-18 02:01:32.3300000
51,90817,MA000001,23041,B.2.3(a),Staff Employees: Graduate Engineer rates,NULL,Graduate Engineer – Level 2—86,2,90816,90818,2025-07-01 00:00:00.0000000,NULL,5,2025-06-03 01:30:35.0000000,2025,2026-05-18 02:01:32.3533333,2026-05-18 02:01:32.3533333
52,72,MA000001,2,B.2.1,Staff Employees,Group J,Engineer,10,NULL,89,2025-07-01 00:00:00.0000000,NULL,7,2025-06-03 01:30:25.0000000,2025,2026-05-18 02:01:32.3766667,2026-05-18 02:01:32.3766667
53,88,MA000001,2,B.2.1,Staff Employees,Group K,Senior Metallurgist,11,76,NULL,2025-07-01 00:00:00.0000000,NULL,7,2025-06-03 01:30:26.0000000,2025,2026-05-18 02:01:32.3900000,2026-05-18 02:01:32.3900000
54,90246,MA000001,22929,B.2.1*_Formatted,NULL,NULL,Group M,13,90245,NULL,2025-07-01 00:00:00.0000000,NULL,6,2025-06-03 01:30:33.0000000,2025,2026-05-18 02:01:32.4033333,2026-05-18 02:01:32.4033333
55,82,MA000001,2,B.2.1,Staff Employees,Group J,Washing Plant Superintendent and/or Supervisor,10,NULL,NULL,2025-07-01 00:00:00.0000000,NULL,7,2025-06-03 01:30:26.0000000,2025,2026-05-18 02:01:32.4266667,2026-05-18 02:01:32.4266667
56,90950,MA000001,2,B.2.1,Staff Employees,Group H,Occupational Hygienist/Statutory Dust Sampler,8,26,NULL,2025-07-01 00:00:00.0000000,NULL,7,2025-06-03 01:30:27.0000000,2025,2026-05-18 02:01:32.4666667,2026-05-18 02:01:32.4666667
57,81,MA000001,2,B.2.1,Staff Employees,Group J,Accountant,10,66,NULL,2025-07-01 00:00:00.0000000,NULL,7,2025-06-03 01:30:26.0000000,2025,2026-05-18 02:01:32.4900000,2026-05-18 02:01:32.4900000
58,90797,MA000001,23037,A.6.8(b)(i),Production and Engineering Employees: Apprentice (other than adult apprentices) that commenced on or after 1 January 2014,Has not completed year 12,Stage 2—60%,2,90796,90798,2025-07-01 00:00:00.0000000,NULL,5,2025-06-03 01:30:35.0000000,2025,2026-05-18 02:01:32.5133333,2026-05-18 02:01:32.5133333
59,33,MA000001,2,B.2.1,Staff Employees,Group C,Laboratory Technician,3,22,NULL,2025-07-01 00:00:00.0000000,NULL,7,2025-06-03 01:30:23.0000000,2025,2026-05-18 02:01:32.5600000,2026-05-18 02:01:32.5600000
60,40,MA000001,2,B.2.1,Staff Employees,Group E,GROUP E,5,36,44,2025-07-01 00:00:00.0000000,NULL,7,2025-06-03 01:30:24.0000000,2025,2026-05-18 02:01:32.5866667,2026-05-18 02:01:32.5866667
61,89,MA000001,2,B.2.1,Staff Employees,Group K,Senior Engineer,11,72,94,2025-07-01 00:00:00.0000000,NULL,7,2025-06-03 01:30:26.0000000,2025,2026-05-18 02:01:32.6366667,2026-05-18 02:01:32.6366667
62,90949,MA000001,2,B.2.1,Staff Employees,Group H,Mines Rescue Technical Officer Level 1,8,NULL,90947,2025-07-01 00:00:00.0000000,NULL,7,2025-06-03 01:30:27.0000000,2025,2026-05-18 02:01:32.6866667,2026-05-18 02:01:32.6866667
63,25,MA000001,2,B.2.1,Staff Employees,Group B,Trainee,2,NULL,NULL,2025-07-01 00:00:00.0000000,NULL,7,2025-06-03 01:30:29.0000000,2025,2026-05-18 02:01:32.7166667,2026-05-18 02:01:32.7166667
64,51,MA000001,2,B.2.1,Staff Employees,Group G,Environmental Scientist,7,NULL,NULL,2025-07-01 00:00:00.0000000,NULL,7,2025-06-03 01:30:24.0000000,2025,2026-05-18 02:01:32.7700000,2026-05-18 02:01:32.7700000
65,27,MA000001,2,B.2.1,Staff Employees,Group B,Screen and Surface Overseer,2,NULL,NULL,2025-07-01 00:00:00.0000000,NULL,7,2025-06-03 01:30:29.0000000,2025,2026-05-18 02:01:32.8233333,2026-05-18 02:01:32.8233333
66,90799,MA000001,23037,A.6.8(b)(i),Production and Engineering Employees: Apprentice (other than adult apprentices) that commenced on or after 1 January 2014,Has not completed year 12,Stage 4—90%,4,90798,NULL,2025-07-01 00:00:00.0000000,NULL,5,2025-06-03 01:30:36.0000000,2025,2026-05-18 02:01:32.8500000,2026-05-18 02:01:32.8500000
67,90792,MA000001,23036,A.6.7,Production and Engineering Employees - Apprentices (including adult apprentices) that commenced prior to 1 January 2014,Adult apprentices,2nd year of apprenticeship—90,2,90791,90793,2025-07-01 00:00:00.0000000,NULL,6,2025-06-03 01:30:35.0000000,2025,2026-05-18 02:01:32.9000000,2026-05-18 02:01:32.9000000
68,90964,MA000001,2,B.2.1,Staff Employees,Group K,Mines Rescue Training Coordinator,11,91136,NULL,2025-07-01 00:00:00.0000000,NULL,7,2025-06-03 01:30:22.0000000,2025,2026-05-18 02:01:32.9533333,2026-05-18 02:01:32.9533333
69,91135,MA000001,2,B.2.1,Staff Employees,Group I,Occupational Health Nurse,9,NULL,NULL,2025-07-01 00:00:00.0000000,NULL,7,2025-06-03 01:30:22.0000000,2025,2026-05-18 02:01:32.9800000,2026-05-18 02:01:32.9800000
70,90801,MA000001,23037,A.6.8(b)(i),Production and Engineering Employees: Apprentice (other than adult apprentices) that commenced on or after 1 January 2014,Has completed year 12,Stage 1—From first pay period commencing on or after 1 January 2015: 55%,1,NULL,90802,2025-07-01 00:00:00.0000000,NULL,6,2025-06-03 01:30:36.0000000,2025,2026-05-18 02:01:33.0300000,2026-05-18 02:01:33.0300000
71,90791,MA000001,23036,A.6.7,Production and Engineering Employees - Apprentices (including adult apprentices) that commenced prior to 1 January 2014,Adult apprentices,1st year of apprenticeship—80,1,NULL,90792,2025-07-01 00:00:00.0000000,NULL,6,2025-06-03 01:30:35.0000000,2025,2026-05-18 02:01:33.0600000,2026-05-18 02:01:33.0600000
72,75,MA000001,2,B.2.1,Staff Employees,Group J,Chief Surveyor,10,69,NULL,2025-07-01 00:00:00.0000000,NULL,7,2025-06-03 01:30:26.0000000,2025,2026-05-18 02:01:33.0900000,2026-05-18 02:01:33.0900000
73,42,MA000001,2,B.2.1,Staff Employees,Group E,Assistant Training Officer,5,NULL,60,2025-07-01 00:00:00.0000000,NULL,7,2025-06-03 01:30:24.0000000,2025,2026-05-18 02:01:33.1400000,2026-05-18 02:01:33.1400000
74,93,MA000001,2,B.2.1,Staff Employees,Group L,Production Supervisor,12,NULL,NULL,2025-07-01 00:00:00.0000000,NULL,7,2025-06-03 01:30:27.0000000,2025,2026-05-18 02:01:33.1700000,2026-05-18 02:01:33.1700000
75,37,MA000001,2,B.2.1,Staff Employees,Group D,Surveyor,4,34,NULL,2025-07-01 00:00:00.0000000,NULL,7,2025-06-03 01:30:23.0000000,2025,2026-05-18 02:01:33.1966667,2026-05-18 02:01:33.1966667
76,90242,MA000001,22929,B.2.1*_Formatted,NULL,NULL,Group I,9,90241,90243,2025-07-01 00:00:00.0000000,NULL,6,2025-06-03 01:30:33.0000000,2025,2026-05-18 02:01:33.2233333,2026-05-18 02:01:33.2233333
77,77,MA000001,2,B.2.1,Staff Employees,Group J,Senior Chemist,10,49,87,2025-07-01 00:00:00.0000000,NULL,7,2025-06-03 01:30:26.0000000,2025,2026-05-18 02:01:33.2500000,2026-05-18 02:01:33.2500000
78,53,MA000001,2,B.2.1,Staff Employees,Group G,Purchasing Officer,7,46,68,2025-07-01 00:00:00.0000000,NULL,7,2025-06-03 01:30:24.0000000,2025,2026-05-18 02:01:33.3000000,2026-05-18 02:01:33.3000000
79,90806,MA000001,23038,A.6.8(b)(ii),Production and Engineering Employees: Adult apprentices that commenced on or after 1 January 2014,NULL,Stage 2—Mineworker – Induction Level 1,2,90805,90807,2025-07-01 00:00:00.0000000,NULL,7,2025-06-03 01:30:34.0000000,2025,2026-05-18 02:01:33.3300000,2026-05-18 02:01:33.3300000
80,18,MA000001,2,B.2.1,Staff Employees,Group B,(Adult coal mining industry employee engaged in one of the following classifications),NULL,NULL,NULL,2025-07-01 00:00:00.0000000,NULL,5,2025-06-03 01:30:33.0000000,2025,2026-05-18 02:01:33.3800000,2026-05-18 02:01:33.3800000
81,90947,MA000001,2,B.2.1,Staff Employees,Group I,Mines Rescue Technical Officer Level 2,9,90949,NULL,2025-07-01 00:00:00.0000000,NULL,7,2025-06-03 01:30:27.0000000,2025,2026-05-18 02:01:33.4133333,2026-05-18 02:01:33.4133333
82,90513,MA000001,2,B.2.1,Staff Employees,Group A,GROUP A,1,NULL,17,2025-07-01 00:00:00.0000000,NULL,6,2025-06-03 01:30:28.0000000,2025,2026-05-18 02:01:33.4366667,2026-05-18 02:01:33.4366667
83,90813,MA000001,23040,B.2.2,Staff Employees: Juniors,NULL,18 years—80,3,90812,90814,2025-07-01 00:00:00.0000000,NULL,6,2025-06-03 01:30:34.0000000,2025,2026-05-18 02:01:33.4566667,2026-05-18 02:01:33.4566667
84,90815,MA000001,23040,B.2.2,Staff Employees: Juniors,NULL,20 years—95,5,90814,NULL,2025-07-01 00:00:00.0000000,NULL,6,2025-06-03 01:30:34.0000000,2025,2026-05-18 02:01:33.4733333,2026-05-18 02:01:33.4733333
85,3,MA000001,1,A.4,Production and Engineering Employees,NULL,Mineworker – Training,2,2,4,2025-07-01 00:00:00.0000000,NULL,6,2025-06-03 01:30:22.0000000,2025,2026-05-18 02:01:33.4900000,2026-05-18 02:01:33.4900000
86,71,MA000001,2,B.2.1,Staff Employees,Group J,GROUP J,10,61,84,2025-07-01 00:00:00.0000000,NULL,7,2025-06-03 01:30:25.0000000,2025,2026-05-18 02:01:33.5100000,2026-05-18 02:01:33.5100000
87,90948,MA000001,2,B.2.1,Staff Employees,Group H,Mines Rescue Training Officer Level 1,8,NULL,90946,2025-07-01 00:00:00.0000000,NULL,7,2025-06-03 01:30:27.0000000,2025,2026-05-18 02:01:33.5366667,2026-05-18 02:01:33.5366667
88,46,MA000001,2,B.2.1,Staff Employees,Group F,Assistant Purchasing and Stores Control Officer,6,32,54,2025-07-01 00:00:00.0000000,NULL,7,2025-06-03 01:30:24.0000000,2025,2026-05-18 02:01:33.5833333,2026-05-18 02:01:33.5833333
89,90238,MA000001,22929,B.2.1*_Formatted,NULL,NULL,Group E,5,90237,90239,2025-07-01 00:00:00.0000000,NULL,6,2025-06-03 01:30:33.0000000,2025,2026-05-18 02:01:33.6100000,2026-05-18 02:01:33.6100000
90,90962,MA000001,2,B.2.1,Staff Employees,Group M,Mines Rescue Superintendent,13,91138,NULL,2025-07-01 00:00:00.0000000,NULL,7,2025-06-03 01:30:27.0000000,2025,2026-05-18 02:01:33.6366667,2026-05-18 02:01:33.6366667
91,90234,MA000001,22929,B.2.1*_Formatted,NULL,NULL,Group A,1,NULL,90235,2025-07-01 00:00:00.0000000,NULL,6,2025-06-03 01:30:33.0000000,2025,2026-05-18 02:01:33.6633333,2026-05-18 02:01:33.6633333
92,10,MA000001,2,B.2.1,Staff Employees,Group A,Surveyor’s Assistant,1,NULL,20,2025-07-01 00:00:00.0000000,NULL,6,2025-06-03 01:30:28.0000000,2025,2026-05-18 02:01:33.7133333,2026-05-18 02:01:33.7133333
93,90814,MA000001,23040,B.2.2,Staff Employees: Juniors,NULL,19 years—90,4,90813,90815,2025-07-01 00:00:00.0000000,NULL,6,2025-06-03 01:30:34.0000000,2025,2026-05-18 02:01:33.7433333,2026-05-18 02:01:33.7433333
94,66,MA000001,2,B.2.1,Staff Employees,Group I,Assistant Accountant,9,NULL,81,2025-07-01 00:00:00.0000000,NULL,7,2025-06-03 01:30:25.0000000,2025,2026-05-18 02:01:33.7700000,2026-05-18 02:01:33.7700000
95,95,MA000001,2,B.2.1,Staff Employees,Group M,GROUP M,13,92,NULL,2025-07-01 00:00:00.0000000,NULL,7,2025-06-03 01:30:27.0000000,2025,2026-05-18 02:01:33.7966667,2026-05-18 02:01:33.7966667
96,39,MA000001,2,B.2.1,Staff Employees,Group D,Shotfirer,4,NULL,NULL,2025-07-01 00:00:00.0000000,NULL,7,2025-06-03 01:30:24.0000000,2025,2026-05-18 02:01:33.8233333,2026-05-18 02:01:33.8233333
97,17,MA000001,2,B.2.1,Staff Employees,Group B,GROUP B,2,90513,29,2025-07-01 00:00:00.0000000,NULL,7,2025-06-03 01:30:28.0000000,2025,2026-05-18 02:01:33.8500000,2026-05-18 02:01:33.8500000
98,64,MA000001,2,B.2.1,Staff Employees,Group I,Coal Preparation Plant Foreperson (Tasmania),9,NULL,NULL,2025-07-01 00:00:00.0000000,NULL,7,2025-06-03 01:30:25.0000000,2025,2026-05-18 02:01:33.9000000,2026-05-18 02:01:33.9000000
99,38,MA000001,2,B.2.1,Staff Employees,Group D,Draftsperson,4,NULL,41,2025-07-01 00:00:00.0000000,NULL,7,2025-06-03 01:30:23.0000000,2025,2026-05-18 02:01:33.9300000,2026-05-18 02:01:33.9300000
100,48,MA000001,2,B.2.1,Staff Employees,Group G,GROUP G,7,44,58,2025-07-01 00:00:00.0000000,NULL,7,2025-06-03 01:30:24.0000000,2025,2026-05-18 02:01:33.9600000,2026-05-18 02:01:33.9600000
101,90789,MA000001,23036,A.6.7,Production and Engineering Employees - Apprentices (including adult apprentices) that commenced prior to 1 January 2014,Apprentices other than adult apprentices,3rd year of experience—75,3,90788,90790,2025-07-01 00:00:00.0000000,NULL,5,2025-06-03 01:30:35.0000000,2025,2026-05-18 02:01:33.9866667,2026-05-18 02:01:33.9866667
102,8,MA000001,2,B.2.1,Staff Employees,Group A,"(Adult coal mining industry employees, without prior experience in the coal mining industry, engaged in one of the following classifications)",NULL,NULL,NULL,2025-07-01 00:00:00.0000000,NULL,6,2025-06-03 01:30:33.0000000,2025,2026-05-18 02:01:34.0400000,2026-05-18 02:01:34.0400000
103,90808,MA000001,23039,A.7,Production and Engineering Employees: Juniors,NULL,Under 16 years—40,1,NULL,90809,2025-07-01 00:00:00.0000000,NULL,6,2025-06-03 01:30:34.0000000,2025,2026-05-18 02:01:34.1166667,2026-05-18 02:01:34.1166667
104,96,MA000001,2,B.2.1,Staff Employees,Group M,Electrical and/or Mechanical Engineer (in charge),13,94,NULL,2025-07-01 00:00:00.0000000,NULL,7,2025-06-03 01:30:27.0000000,2025,2026-05-18 02:01:34.2966667,2026-05-18 02:01:34.2966667
105,57,MA000001,2,B.2.1,Staff Employees,Group G,Assistant to the Chief Clerk,7,NULL,NULL,2025-07-01 00:00:00.0000000,NULL,7,2025-06-03 01:30:25.0000000,2025,2026-05-18 02:01:34.3500000,2026-05-18 02:01:34.3500000
106,1,MA000001,1,A.4,Production and Engineering Employees,NULL,Mineworker – Induction Level 1,1,NULL,2,2025-07-01 00:00:00.0000000,NULL,6,2025-06-03 01:30:22.0000000,2025,2026-05-18 02:01:34.4000000,2026-05-18 02:01:34.4000000
107,91137,MA000001,2,B.2.1,Staff Employees,Group J,Mines Rescue Technical Officer Level 3,10,90947,90965,2025-07-01 00:00:00.0000000,NULL,7,2025-06-03 01:30:23.0000000,2025,2026-05-18 02:01:34.4833333,2026-05-18 02:01:34.4833333
